Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Self-learning capability?,Are you Introvert?,Area That Align with Your Mission,Skills,Interested Subjects,Hobbies,Fulfilling Activity,Strengths,Suggested Job Role
60,90,3,1,4,1,Technology and Innovation,development,Introduction to Algorithms,Photography,Participate in reviews,User-centered,Software Engineer
92,70,3,1,1,0,Technology and Innovation,development,Introduction to Algorithms,Camping,Contribute ideas,Quality-focused,Software Engineer
75,83,6,1,4,1,Technology and Innovation,adaptability,Introduction to Algorithms,Yoga,Mentor junior developers,Solution-oriented,Software Engineer
68,60,9,0,2,0,Technology and Innovation,decision making,Introduction to Algorithms,Reading,Manage time effectively,Quality-focused,Software Engineer
65,70,3,1,4,0,Technology and Innovation,decision making,Introduction to Algorithms,Photography,Balance work-life,Quality-focused,Software Engineer
68,75,15,0,3,0,Technology and Innovation,adaptability,Introduction to Algorithms,Blogging,Seek regular feedback,Data storyteller,Software Engineer
89,81,6,1,4,1,Technology and Innovation,testing,Introduction to Algorithms,Content Writing,Learn testing frameworks,Creative problem-solver,Software Engineer
90,84,3,1,2,0,Technology and Innovation,photography,Introduction to Algorithms,Traveling,Explore system architecture,Quality-focused,Software Engineer
83,77,12,0,2,0,Technology and Innovation,testing,Introduction to Algorithms,Networking,Experiment with AI/ML,User-centered,Software Engineer
68,73,3,1,5,0,Technology and Innovation,development,Introduction to Algorithms,DIY Projects,Create reusable libraries,User-focused,Software Engineer
80,66,3,1,4,1,Technology and Innovation,adaptability,Introduction to Algorithms,Puzzle Solving,Develop RESTful APIs,Collaborative,Software Engineer
73,68,8,0,3,0,Technology and Innovation,teamwork,Introduction to Algorithms,Fitness,Integrate CI/CD pipelines,Solution-oriented,Software Engineer
65,76,12,1,4,0,Technology and Innovation,development,Introduction to Algorithms,Gardening,Attend industry conferences,Solution-focused,Software Engineer
72,88,12,1,4,0,Technology and Innovation,development,Introduction to Algorithms,Gaming,Publish technical blogs,User experience advocate,Software Engineer
70,70,6,0,4,0,Technology and Innovation,data analysis,Introduction to Algorithms,Coding,Build a personal brand,Programmer,Software Engineer
77,66,6,0,3,1,Technology and Innovation,critical thinking,Introduction to Algorithms,Reading,Watch coding tutorials,Business strategist,Software Engineer
85,75,11,0,3,0,Technology and Innovation,adaptability,Introduction to Algorithms,Gaming,Explore open-source contributions,Quality-focused,Software Engineer
60,87,9,1,4,1,Technology and Innovation,programming,Introduction to Algorithms,Cooking,Take cloud certifications,User-centered,Software Engineer
63,81,8,0,5,1,Technology and Innovation,development,Introduction to Algorithms,Gaming,Improve communication skills,Creative thinker,Software Engineer
75,78,15,1,1,0,Technology and Innovation,decision making,Introduction to Algorithms,Martial Arts,Organize knowledge-sharing sessions,Creative thinker,Software Engineer
83,62,12,1,2,0,Technology and Innovation,adaptability,Introduction to Algorithms,Yoga,Participate in pair programming,Solution-oriented,Software Engineer
71,73,8,1,4,0,Technology and Innovation,teamwork,Introduction to Algorithms,Woodworking,Track productivity metrics,User-centered,Software Engineer
85,68,12,0,5,0,Technology and Innovation,decision making,Introduction to Algorithms,Problem Solving,Set measurable goals,User-centered,Software Engineer
69,81,3,0,1,1,Technology and Innovation,testing,Introduction to Algorithms,Yoga,Develop stress management skills,Quality-driven,Software Engineer
93,73,12,1,4,1,Technology and Innovation,decision making,Introduction to Algorithms,Writing,Develop stress management skills,User-centered,Software Engineer
84,74,7,1,4,0,Youth Empowerment,motivation techniques,Sports,Sketching,team strategy development,Supportive,Sports Coach
67,76,7,1,4,0,Youth Empowerment,injury prevention,Sports,Traveling,player development,Innovative,Sports Coach
64,73,6,0,5,1,Youth Empowerment,performance evaluation,Sports,Mentoring,game analysis,Collaborative,Sports Coach
70,79,5,1,3,0,Youth Empowerment,mental toughness training,Sports,Yoga,skill assessment,Organized,Sports Coach
77,72,4,0,4,1,Youth Empowerment,youth development,Sports,Hiking,communication skills,Insightful,Sports Coach
78,65,8,0,2,1,Youth Empowerment,communication skills,Sports,Public Speaking,motivation techniques,Resourceful,Sports Coach
68,66,3,1,1,1,Youth Empowerment,tactical planning,Sports,Gaming,fitness training,Engaging,Sports Coach
87,72,8,0,2,1,Youth Empowerment,communication skills,Sports,Illustrating,conflict resolution,Interpersonal,Sports Coach
79,73,6,0,5,1,Youth Empowerment,fitness training,Sports,3D Modeling,game strategy,Resourceful,Sports Coach
80,70,11,1,5,1,Youth Empowerment,physical conditioning,Sports,Strategy Games,injury prevention,Strategic,Sports Coach
66,74,9,1,3,0,Youth Empowerment,game analysis,Sports,Team Building,team strategy,Detail-oriented,Sports Coach
72,78,12,0,4,1,Youth Empowerment,skill development,Sports,Fitness,skill development,Motivational,Sports Coach
78,70,3,1,1,1,Health and Well-being,injury prevention,Sports,Sculpting,physical conditioning,Knowledgeable,Sports Coach
85,75,10,0,2,0,Youth Empowerment,Training and Development,Physical Education,Photography,performance evaluation,Leadership,Sports Coach
74,64,4,1,3,1,Youth Empowerment,Training,Sports,Fitness,mental toughness training,Motivation,Sports Coach
66,70,5,1,3,0,Health and Well-being,conflict resolution,Sports,Meditation,youth development,Diplomatic,Sports Coach
81,75,4,0,4,1,Health and Well-being,game strategy,Sports,Swimming,tactical planning,Strategic,Sports Coach
88,75,12,0,4,1,Youth Empowerment,player development,Sports,Sports Strategy,Training and Development,Motivational,Sports Coach
85,78,9,1,3,0,Youth Empowerment,game analysis,Sports,Motivating,Training,Analytical,Sports Coach
90,76,11,1,5,1,Youth Empowerment,skill assessment,Sports,Animation,Engaging with Sports,Detail-oriented,Sports Coach
75,68,10,1,5,1,Youth Empowerment,team strategy,Sports,Coaching,Engaging with Physical Education,Leadership,Sports Coach
92,80,10,1,5,1,Youth Empowerment,team strategy development,Sports,Team Coaching,Engaging with Physical Education,Leadership,Sports Coach
60,69,5,1,5,1,Youth Empowerment,Commentary,Sports,Mentoring,Engaging with Sports,Passion,Sports Commentator
67,69,12,1,3,1,Youth Empowerment,Live Commentary,Communications,Strategy Games,Engaging with Communications,Quick Thinking,Sports Commentator
78,73,4,0,4,1,Economic Development,freight management,Supply Chain,Logistics,logistics management,Insightful,Supply Chain Manager
63,74,6,0,5,1,Economic Development,supply chain software,Supply Chain,Fitness,inventory control,Collaborative,Supply Chain Manager
68,78,7,1,4,0,Economic Development,quality control,Supply Chain,Mentoring,demand forecasting,Innovative,Supply Chain Manager
74,69,10,1,5,0,Economic Development,supply chain analytics,Supply Chain,Gardening,supplier relationship management,Analytical,Supply Chain Manager
76,64,8,0,2,1,Economic Development,demand planning,Supply Chain,Traveling,process optimization,Resourceful,Supply Chain Manager
79,71,11,1,5,1,Economic Development,supplier evaluation,Supply Chain,Surgery,risk management,Strategic,Supply Chain Manager
65,75,9,1,3,0,Economic Development,logistics strategy,Supply Chain,Yoga,transportation planning,Problem-solving,Supply Chain Manager
71,77,12,0,4,1,Economic Development,inventory optimization,Supply Chain,Woodworking,cost reduction strategies,Detail-oriented,Supply Chain Manager
67,76,7,1,4,0,Economic Development,risk management,Supply Chain,Problem Solving,project management,Innovative,Supply Chain Manager
77,72,4,0,4,1,Economic Development,project management,Supply Chain,Networking,technology integration,Insightful,Supply Chain Manager
70,79,5,1,3,0,Economic Development,cost reduction strategies,Supply Chain,DIY Projects,supply chain analytics,Organized,Supply Chain Manager
64,73,6,0,5,1,Economic Development,transportation planning,Supply Chain,Traveling,inventory optimization,Collaborative,Supply Chain Manager
69,67,3,1,1,1,Economic Development,sustainability practices,Supply Chain,Planning,logistics strategy,Engaging,Supply Chain Manager
78,65,8,0,2,1,Economic Development,process optimization,Supply Chain,Reading,supplier evaluation,Resourceful,Supply Chain Manager
80,70,11,1,5,1,Economic Development,supplier relationship management,Supply Chain,Planning,demand planning,Strategic,Supply Chain Manager
66,74,9,1,3,0,Economic Development,demand forecasting,Supply Chain,Logistics,quality control,Problem-solving,Supply Chain Manager
72,78,12,0,4,1,Economic Development,inventory control,Supply Chain,Coding,supply chain software,Detail-oriented,Supply Chain Manager
75,68,10,1,5,1,Economic Development,logistics management,Supply Chain,Networking,logistics network design,Analytical,Supply Chain Manager
68,66,3,1,1,1,Economic Development,technology integration,Supply Chain,Fitness,freight management,Engaging,Supply Chain Manager
75,68,10,1,5,1,Economic Development,logistics management,Supply Chain,Hiking,sustainability practices,Analytical,Supply Chain Manager
89,87,12,0,3,1,Economic Development,Logistics,Logistics,Planning,Logistics,Organization,Supply Chain Manager
87,78,6,1,5,1,Economic Development,Inventory Management,Logistics,Surgery,Management,Strategic Thinking,Supply Chain Manager
72,78,12,0,4,1,Economic Development,inventory control,Supply Chain,Meditation,Inventory Management,Detail-oriented,Supply Chain Manager
88,74,12,1,3,1,Economic Development,Management,Supply Chain Management,Problem Solving,Engaging with Supply Chain,Leadership,Supply Chain Manager
72,68,6,0,3,0,Economic Development,Logistics,Logistics,Logistics,Engaging with Logistics,Organization,Supply Chain Manager
68,66,3,1,1,1,Economic Development,technology integration,Supply Chain,Traveling,Engaging with Supply Chain Management,Engaging,Supply Chain Manager
77,72,4,0,4,1,Economic Development,project management,Supply Chain,Networking,project management,Insightful,Supply Chain Manager
70,79,5,1,3,0,Economic Development,cost reduction strategies,Supply Chain,Public Speaking,technology integration,Organized,Supply Chain Manager
64,73,6,0,5,1,Economic Development,transportation planning,Supply Chain,Strategy Games,supply chain analytics,Collaborative,Supply Chain Manager
67,76,7,1,4,0,Economic Development,risk management,Supply Chain,Team Building,inventory optimization,Innovative,Supply Chain Manager
78,65,8,0,2,1,Economic Development,process optimization,Supply Chain,Traveling,logistics strategy,Resourceful,Supply Chain Manager
80,70,11,1,5,1,Economic Development,supplier relationship management,Supply Chain,Yoga,supplier evaluation,Strategic,Supply Chain Manager
71,80,5,1,3,0,Economic Development,logistics network design,Supply Chain,Yoga,demand planning,Organized,Supply Chain Manager
66,74,9,1,3,0,Economic Development,demand forecasting,Supply Chain,Fitness,supplier evaluation,Problem-solving,Supply Chain Manager
75,68,10,1,5,1,Healthcare,surgical techniques,Medicine,Traveling,surgical techniques,Precision,Surgeon
87,72,3,1,1,1,Healthcare,patient education,Surgery,Surgery,patient assessment,Strategic,Surgeon
91,79,4,0,4,1,Healthcare,wound care management,Surgery,Surgery,trauma surgery,Communicative,Surgeon
84,71,5,1,3,0,Healthcare,surgical research,Surgery,Cooking,minimally invasive surgery,Knowledgeable,Surgeon
86,73,6,0,5,1,Healthcare,post-operative care,Surgery,Reading,surgical planning,Team-oriented,Surgeon
88,75,7,1,4,0,Healthcare,anesthesia management,Surgery,Music,anesthesia management,Compassionate,Surgeon
90,74,8,0,2,1,Healthcare,surgical planning,Surgery,Running,post-operative care,Detail-oriented,Surgeon
94,76,11,1,5,1,Healthcare,minimally invasive surgery,Surgery,Volunteering,surgical research,Innovative,Surgeon
89,78,9,1,3,0,Healthcare,trauma surgery,Surgery,Traveling,wound care management,Resilient,Surgeon
92,80,12,0,4,1,Healthcare,patient assessment,Surgery,Hiking,patient education,Analytical,Surgeon
95,82,10,1,5,1,Healthcare,surgical techniques,Surgery,Photography,emergency procedures,Precision,Surgeon
68,66,3,1,1,1,Healthcare,continuous education,Medicine,Surgery,teamwork in surgery,Engaging,Surgeon
70,79,5,1,3,0,Healthcare,patient communication,Medicine,DIY Projects,patient communication,Organized,Surgeon
92,89,9,0,4,0,Healthcare,Surgical Techniques,Medicine,Reading,continuous education,Skill,Surgeon
72,78,12,0,4,1,Healthcare,patient assessment,Medicine,Reading,Surgery,Detail-oriented,Surgeon
66,74,9,1,3,0,Healthcare,post-operative care,Medicine,Problem Solving,Surgical Techniques,Problem-solving,Surgeon
80,70,11,1,5,1,Healthcare,emergency procedures,Medicine,Mentoring,Engaging with Surgery,Strategic,Surgeon
68,82,5,0,4,0,Healthcare,Surgical Techniques,Medicine,Meditation,Engaging with Medicine,Skill,Surgeon
84,85,8,1,4,0,Healthcare,Surgery,Medicine,Research,surgical planning,Skill,Surgeon
77,72,4,0,4,1,Healthcare,surgical research,Medicine,Gardening,anesthesia management,Insightful,Surgeon
90,72,6,0,3,0,Healthcare,Surgical Techniques,Medicine,Talent Scouting,post-operative care,Skill,Surgeon
64,73,6,0,5,1,Healthcare,anesthesia management,Medicine,Networking,surgical research,Collaborative,Surgeon
